Date;Daily average temperature
2020-07-15;17.48590968199551

2020-07-16;15.089998814147224

2020-07-17;15.252933728687918

2020-07-18;18.32604660136539

2020-07-19;19.24096732882628

2020-07-20;18.976579095459527

2020-07-21;16.82260782347041

2020-07-22;15.935562667767913

2020-07-23;15.587555424528302

2020-07-24;17.85107457445542

2020-07-25;18.79076154254378

2020-07-26;19.51637452079033

2020-07-27;19.380737712177122

2020-07-28;22.093037350038415

2020-07-29;19.706915028816315

2020-07-30;18.251804264139768

2020-07-31;17.019639559395504

2020-08-01;16.56106691582132

2020-08-02;18.519769043519563

2020-08-03;18.209983016506765

2020-08-04;17.250388445027426

2020-08-05;16.687841007430396

2020-08-06;19.829919866543538

2020-08-07;22.262744460680523

2020-08-08;22.993896484667165

2020-08-09;22.49614152043287

2020-08-10;21.644041384252485

2020-08-11;20.584287408461563

2020-08-12;18.95996416513653

2020-08-13;19.51504234026174

2020-08-14;20.198351885842857

2020-08-15;19.737807651308778

2020-08-16;19.679346815503507

2020-08-17;20.186949985202723

2020-08-18;18.80076217067158

2020-08-19;18.00715525896179

2020-08-20;19.202786411813744

2020-08-21;21.829545360428313

2020-08-22;21.833408047848874

2020-08-23;18.443612196566015

2020-08-24;17.35828528252689

2020-08-25;16.017513838321047

2020-08-26;17.282944550669217

2020-08-27;15.949330763118397

2020-08-28;16.087315244870364

2020-08-29;18.45793730002642

2020-08-30;19.81795603491345

2020-08-31;16.28486603590061

2020-09-01;13.329711065995822

2020-09-02;13.159690563363647

2020-09-03;13.953344795156644

2020-09-04;15.789550723361799

2020-09-05;17.76242652666158

2020-09-06;14.4896057516648

2020-09-07;12.350940693484553

2020-09-08;13.88414403292181

2020-09-09;16.709186633779655

2020-09-10;14.483784410400892

2020-09-11;13.534100487174973

2020-09-12;16.291914594087284

2020-09-13;16.65293344289236

2020-09-14;17.73513541269329

2020-09-15;18.964059141363716

2020-09-16;19.789926895863303

2020-09-17;13.490304331206445

2020-09-18;9.796695634303163

2020-09-19;11.083673793022436

2020-09-20;12.395613181107473

2020-09-21;13.624365687025149

2020-09-22;15.764621381501529

2020-09-23;16.882563220418724

2020-09-24;16.657812188105442

2020-09-25;16.019544211485872

2020-09-26;14.16897813870009

2020-09-27;9.844703150717141

2020-09-28;10.383122960698433

2020-09-29;11.95617582935596

2020-09-30;11.972647501994269

2020-10-01;11.968247593172288

2020-10-02;13.128153646371336

2020-10-03;17.068402449124466

2020-10-04;15.273410478278906

2020-10-05;13.576668347372168

2020-10-06;12.443771042769615

2020-10-07;11.717454034880284

2020-10-08;10.414122287968441

2020-10-09;11.535206484893147

2020-10-10;11.704015574493095

2020-10-11;8.277494489346068

2020-10-12;6.880030951538734

2020-10-13;6.066448084129095

2020-10-14;6.8115282205691345

2020-10-15;7.271826612544814

2020-10-16;6.531051394919992

2020-10-17;5.6687176362177105

2020-10-18;6.1751039309112565

2020-10-19;6.34755070948469

2020-10-20;7.155718494271686

2020-10-21;10.00560976331361

2020-10-22;12.535184911023599

2020-10-23;11.293849420849421

2020-10-24;10.963850632760977

2020-10-25;9.85302935165714

2020-10-26;11.405961949424196

2020-10-27;10.977960776169

2020-10-28;9.337471996681089

2020-10-29;8.743735655980126

2020-10-30;7.466582398389627

2020-10-31;6.971800514686308

2020-11-01;6.67093098862125

2020-11-02;10.5671405397434

2020-11-03;11.77706775563156

2020-11-04;8.845169428934385

2020-11-05;5.440675572519084

2020-11-06;6.78976522786707

2020-11-07;7.175285404200399

2020-11-08;6.148038594638982

2020-11-09;4.812329840626926

2020-11-10;4.449168599360009

2020-11-11;4.144061293649624

2020-11-12;4.316135618259714

2020-11-13;5.332325987279988

2020-11-14;6.589113329592108

2020-11-15;7.121074747118325

2020-11-16;6.430999735286332

2020-11-17;7.491946811636791

2020-11-18;7.731357016509434

2020-11-19;7.0460757967776075

2020-11-20;2.2020177110518135

2020-11-21;-0.1739861575458971

2020-11-22;3.4089333724684474

2020-11-23;3.959866490222026
